"osm_id","amenity","house_number","road","suburb","city_district","district","state","postcode","country","iso3166"
1257803645,"Ballan District Health and Care","33","Cowie Street","","Ballan","","Victoria","3342","Australia","AU-VIC"
1072618139,"","477","Macaulay Road","Kensington","","","Victoria","3031","Australia","AU-VIC"
1646789428,"","10","Woodhill Road","Ferny Hills","Ferny Hills","Greater Brisbane","Queensland","4054","Australia","AU-QLD"
1121149894,"Amberley Park Pharmacy","","School Court","Narre Warren South","","","Victoria","3976","Australia","AU-VIC"
3898414848,"Platform 7","","Railway Parade North","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
2288556884,"","46","Wellington Square","North Adelaide","","","South Australia","5006","Australia","AU-SA"
2417757943,"Clinicare Multidiscipline Family Practice","165","Smith Street","Fitzroy","","","Victoria","3065","Australia","AU-VIC"
2663358941,"Joondalup Denture Clinic","","Grand Boulevard","","Joondalup","","Western Australia","6027","Australia","AU-WA"
6215183585,"Chemist Warehouse","","The Parade","Norwood","","","South Australia","5067","Australia","AU-SA"
6231432185,"","","Pittwater Road","Dee Why","","","New South Wales","2099","Australia","AU-NSW"
6191505677,"","109","West Burleigh Road","Burleigh Heads","","","Queensland","4220","Australia","AU-QLD"
4780137423,"","","Barningham Street","Brunswick","","","Victoria","3056","Australia","AU-VIC"
5865718447,"Morayfield Family Doctors","","Leada Boulevard","","Morayfield","Greater Brisbane","Queensland","4506","Australia","AU-QLD"
3915717427,"Great Smiles","","Gympie Road","Chermside","Chermside","Greater Brisbane","Queensland","4032","Australia","AU-QLD"
6183131075,"","","Georgina Crescent","Kaleen","","","","2617","Australia","AU-ACT"
5285524968,"X-Ray Clinic","","Henty Street","Dandenong","","","Victoria","3177","Australia","AU-VIC"
4055758589,"Epworth Freemasons","320","Victoria Parade","East Melbourne","","","Victoria","3002","Australia","AU-VIC"
646636270,"Florey Pharmacy","","Kesteven Street","Florey","","","","2615","Australia","AU-ACT"
6948042561,"Summit Medical Group","853","Sydney Road","Brunswick","","","Victoria","3056","Australia","AU-VIC"
2315647878,"Jindera Pharmacy","","Urana Street","","","","New South Wales","2642","Australia","AU-NSW"
471432900,"Tom Price Pharmacy","","Stadium Road","","","","Western Australia","","Australia","AU-WA"
4845383782,"","","North Lakes Drive","","North Lakes","Greater Brisbane","Queensland","4509","Australia","AU-QLD"
5492019809,"","","Newcomen Street","Newcastle","","","New South Wales","2300","Australia","AU-NSW"
5608349138,"Surry Hills Medical Centre","","Crown Street","Surry Hills","","","New South Wales","2010","Australia","AU-NSW"
489520189,"","","Farquhar Street","The Junction","","","New South Wales","2291","Australia","AU-NSW"
4945151606,"Burpengary Chiropractic Centre","171","Station Road","","Burpengary","","Queensland","4505","Australia","AU-QLD"
6322295802,"","","Exchange Place","Barangaroo","","","New South Wales","2000","Australia","AU-NSW"
4578454132,"Tocumwal Pharmacy","","Deniliquin Street","","","","New South Wales","2714","Australia","AU-NSW"
6006789337,"","299","Elizabeth Street","Sydney","","","New South Wales","2000","Australia","AU-NSW"
2614558686,"","1101","Wellington Road","Rowville","","","Victoria","3178","Australia","AU-VIC"
6938731985,"Gentle Dentistry","370F","Kensington Road","Kensington Gardens","","","South Australia","5068","Australia","AU-SA"
5705013979,"","","Logan Road","Stones Corner","Stones Corner","Greater Brisbane","Queensland","4120","Australia","AU-QLD"
669264670,"O'Connell Centenary Hotel","","Coventry Street","South Melbourne","","","Victoria","3205","Australia","AU-VIC"
1636296344,"Fenner Medical","","Palmer Street","North Mackay","North Mackay","","Queensland","4740","Australia","AU-QLD"
6280996351,"","19","Main Street","","Samford Village","Greater Brisbane","Queensland","4520","Australia","AU-QLD"
1951525839,"","","Tomago Way","Merriwa","","","Western Australia","6036","Australia","AU-WA"
6816288674,"","960","Gympie Road","Chermside","Chermside","","Queensland","4032","Australia","AU-QLD"
1923571725,"","124","Clarence Street","Geelong West","","","Victoria","3218","Australia","AU-VIC"
7640208113,"","","Seymour Street","Ringwood","","","Victoria","3134","Australia","AU-VIC"
6165387384,"","","Glen Huntly Road","Caulfield","","","Victoria","3185","Australia","AU-VIC"
4547853391,"","168","Waldron Road","Chester Hill","","","New South Wales","2162","Australia","AU-NSW"
5778077587,"","","Forest Road","Hurstville","","","New South Wales","2220","Australia","AU-NSW"
3513602264,"Kirby's Pharmacy","","Botany Road","Waterloo","","","New South Wales","2017","Australia","AU-NSW"
5302055938,"","","Russell Street","Bathurst","","","New South Wales","2795","Australia","AU-NSW"
745975101,"Main St Medical Centre - Bulk Bill Available","204","Main Street","Beenleigh","Beenleigh","Greater Brisbane","Queensland","4207","Australia","AU-QLD"
5074871541,"","14","Anthony Road","West Ryde","","","New South Wales","2114","Australia","AU-NSW"
3509586153,"","","","Rockhampton City","Rockhampton City","","Queensland","","Australia","AU-QLD"
6673715650,"Terry White","","Old Coast Road","Australind","","","Western Australia","6233","Australia","AU-WA"
5045571764,"Gold Coast University Hospital","1","Hospital Boulevard","Southport","","","Queensland","4215","Australia","AU-QLD"
1679600603,"Yeronga Village Pharmacy","","Kadumba Street","Yeronga","Yeronga","Greater Brisbane","Queensland","4104","Australia","AU-QLD"
6866226026,"Wentworthville Family Dental","","Dunmore Street","Wentworthville","","","New South Wales","2145","Australia","AU-NSW"
5706798428,"Bunyip Pharmacy","19","High Street","","","","Victoria","3815","Australia","AU-VIC"
1876035885,"Swift Street Medical Centre","","Swift Street","","","","New South Wales","2820","Australia","AU-NSW"
821389438,"Amcal","","Kendal Street","Taragala","","","New South Wales","2794","Australia","AU-NSW"
1123433813,"","507-553","Lutwyche Road","Lutwyche","Lutwyche","Greater Brisbane","Queensland","4030","Australia","AU-QLD"
6342952682,"Wyndham Private Medical Centre","242","Hoppers Lane","Werribee","","","Victoria","3030","Australia","AU-VIC"
5589513484,"","9","Brookfield Road","Kenmore","Kenmore","Greater Brisbane","Queensland","4069","Australia","AU-QLD"
4983942248,"Dr. Tavakoli","","New South Head Road","Double Bay","","","New South Wales","2028","Australia","AU-NSW"
1231769390,"Friendly Care Pharmacy Sandgate","","Hancock Street","Sandgate","Sandgate","","Queensland","4029","Australia","AU-QLD"
997412918,"Wizard Warehouse Pharmacy","","Balgonie Avenue","Girrawheen","","","Western Australia","6064","Australia","AU-WA"
2382289428,"","","Clarence Place","Adelaide","","","South Australia","5000","Australia","AU-SA"
5767009492,"LN Dental Centre","","Chester Hill Road","Chester Hill","","","New South Wales","2162","Australia","AU-NSW"
7455602427,"","24","Breed Street","","","","Victoria","3844","Australia","AU-VIC"
5579519757,"","","Partridge Street","Glenelg South","","","South Australia","5045","Australia","AU-SA"
830155138,"","","James Street","","","","South Australia","5108","Australia","AU-SA"
5261328921,"","","Centenary Highway","Jindalee","Jindalee","Greater Brisbane","Queensland","4073","Australia","AU-QLD"
6086862878,"Carina Orthodontic Surgery","10","Kenrose Street","Carina","Carina","Greater Brisbane","Queensland","4152","Australia","AU-QLD"
3751248046,"Christmas Island Hospital","33","Phosphate Hill Road","","Christmas Island","","","6798","Australia",""
2573959536,"Gordon Medical Centre","","Pacific Highway","Gordon","","","New South Wales","2072","Australia","AU-NSW"
4784302833,"Glenelg Health foods","","Jetty Road","Glenelg","","","South Australia","5045","Australia","AU-SA"
5322813067,"","2","Baldwin Street","Golden Beach","Caloundra","","Queensland","4551","Australia","AU-QLD"
5213706393,"Quang Minh Chinese Medicine","","Windsor Avenue","Springvale","","","Victoria","3171","Australia","AU-VIC"
3818420288,"Heywood Rural Health","21","Barclay Street","","","","Victoria","3304","Australia","AU-VIC"
5980632213,"","30","Alfrieda Street","St Albans","","","Victoria","3021","Australia","AU-VIC"
5269011983,"South Eastern Plastic Surgery","","Heatherton Road","Noble Park","","","Victoria","3174","Australia","AU-VIC"
1791659668,"","","Riverview Drive","","Kialla","","Victoria","3631","Australia","AU-VIC"
1287180176,"Cooroy Doctors Surgery","","Emerald Street","","Cooroy","","Queensland","4563","Australia","AU-QLD"
7076622769,"Anketell Street Chemist","","Anketell Street","Greenway","","","","2900","Australia","AU-ACT"
595483769,"","235-251","Bourke Street","Melbourne","","","Victoria","3000","Australia","AU-VIC"
342703327,"Kurnell Pharmacy","","Torres Street","Kurnell","","","New South Wales","2231","Australia","AU-NSW"
6016770194,"Purity Dental","","Police Road","Mulgrave","","","Victoria","3170","Australia","AU-VIC"
4571262859,"Tusmore Dental Care","","Greenhill Road","Tusmore","","","South Australia","5065","Australia","AU-SA"
3329559714,"Qld Diagnostic Imaging","","Gregor Street West","","North Lakes","Greater Brisbane","Queensland","4509","Australia","AU-QLD"
2564316238,"Glenvale Dental","","Charlotte Street","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
5319660152,"","","Bulcock Street","","Caloundra","","Queensland","4551","Australia","AU-QLD"
6297091838,"Eastern Dental Group","","Moonah Road","Wantirna South","","","Victoria","3152","Australia","AU-VIC"
5300351749,"Algester Star Medical Centre","","Spurwood Street","Algester","Algester","Greater Brisbane","Queensland","4115","Australia","AU-QLD"
540650055,"Castlecrag Private Hospital","150","Edinburgh Road","Castlecrag","","","New South Wales","2068","Australia","AU-NSW"
4959543508,"Fairbridge Coffee and Medita Chocolates","42b","McBride Street","","","","Victoria","3781","Australia","AU-VIC"
6009464348,"Eaton Central 7 Day Family Practice","","Bunya Park Drive","","Eatons Hill","Greater Brisbane","Queensland","4037","Australia","AU-QLD"
736465332,"Ampol","","Dwyer Turn","","Joondalup","","Western Australia","6027","Australia","AU-WA"
4735688175,"","59","Errol Street","North Melbourne","","","Victoria","3051","Australia","AU-VIC"
2968205107,"","","Gordon Street","","Mackay","","Queensland","4740","Australia","AU-QLD"
1431986114,"Cowaramup Pharmacy","","Bussell Highway","","","","Western Australia","6284","Australia","AU-WA"
2365247986,"Cincotta Discount Chemist","","Simmons Street","Newtown","","","New South Wales","2042","Australia","AU-NSW"
3592218743,"","","Cook Parade","St Clair","","","New South Wales","2759","Australia","AU-NSW"
2212722366,"Jim Wong Pharmacy","210","High Street","Ashburton","","","Victoria","3147","Australia","AU-VIC"
7743939933,"","40","Marine Parade","","","","New South Wales","2487","Australia","AU-NSW"
774464777,"Pharmacy World","","Major Road","Fawkner","","","Victoria","3060","Australia","AU-VIC"
3933542466,"Wheelers Hill Clinic","","Ferntree Gully Road Service Road","Wheelers Hill","","","Victoria","3170","Australia","AU-VIC"
2057078723,"","","Leicester Square","Blacktown","","","New South Wales","2148","Australia","AU-NSW"
6046232219,"Seven Hills Family Doctors","","The Corso","Seven Hills","Seven Hills","Greater Brisbane","Queensland","4170","Australia","AU-QLD"
5574677124,"","223","Main Street","","","","Victoria","3340","Australia","AU-VIC"
5114250542,"","2","Beattie Street","Balmain","","","New South Wales","2041","Australia","AU-NSW"
1533890074,"Central Brunswick Medical Centre","16/421","Brunswick Street","Fortitude Valley","Fortitude Valley","Greater Brisbane","Queensland","4006","Australia","AU-QLD"
4417478123,"Chemist Warehouse","","Parkers Farm Place","Casula","","","New South Wales","2170","Australia","AU-NSW"
6086591575,"","379","Sydney Road","Balgowlah","","","New South Wales","2093","Australia","AU-NSW"
2713515147,"United Discount Chemists","","Nellies Lane","","Kallangur","Greater Brisbane","Queensland","4503","Australia","AU-QLD"
1936114514,"Rik's Mahal","","Victor Crescent","Narre Warren","","","Victoria","3805","Australia","AU-VIC"
6507747851,"University of SA (Magill Campus)","","Bundey Street","Campbelltown City Council","","","South Australia","5072","Australia","AU-SA"
5748466621,"","64","Talavera Road","Macquarie Park","","","New South Wales","2113","Australia","AU-NSW"
5389551378,"","","Swanston Street","Mentone","","","Victoria","3194","Australia","AU-VIC"
1166143190,"Chemist","","Brighton Road","Sandgate","Sandgate","","Queensland","4029","Australia","AU-QLD"
5674121283,"Preston Discount Pharmacy","431","High Street","Preston","","","Victoria","3072","Australia","AU-VIC"
5234365735,"","2431","Gold Coast Highway","Mermaid Beach","Mermaid Beach","","Queensland","4218","Australia","AU-QLD"
4345346891,"Oatlands Multi-Purpose Health Centre","","Church Street","","","","Tasmania","7120","Australia","AU-TAS"
6132017080,"","7","Classic Way","Burleigh Waters","Burleigh Waters","","Queensland","4220","Australia","AU-QLD"
297421054,"The Avenues Family Dental","351","Waterworks Road","Ashgrove","Ashgrove","Greater Brisbane","Queensland","4060","Australia","AU-QLD"
4099025129,"Preston Dental Surgery","","Murray Road","Preston","","","Victoria","3072","Australia","AU-VIC"
365815943,"Cammeray Pharmacy","","Miller Street","Cammeray","","","New South Wales","2062","Australia","AU-NSW"
2363015473,"","","","","Petermann","","","","Australia","AU-NT"
4344139889,"","888","Toorak Road","Camberwell","","","Victoria","3214","Australia","AU-VIC"
2029493750,"","","Bryants Road","Shailer Park","Shailer Park","Greater Brisbane","Queensland","4128","Australia","AU-QLD"
1010812709,"Scone Medical Practice","","Surman Street","","","","New South Wales","2337","Australia","AU-NSW"
664333575,"UFS","","Learmonth Street","","","","Victoria","3357","Australia","AU-VIC"
2200924192,"","","Hordern Lane","Mosman","","","New South Wales","2088","Australia","AU-NSW"
2613255849,"","","Cronulla Street","Cronulla","","","New South Wales","2230","Australia","AU-NSW"
3359499687,"","","Birkdale Road","Birkdale","Birkdale","Greater Brisbane","Queensland","4159","Australia","AU-QLD"
6052680397,"","345","Pacific Highway","Lindfield","","","New South Wales","2070","Australia","AU-NSW"
6776040074,"Chiropractor","","Lachlan Street","","","","New South Wales","2871","Australia","AU-NSW"
1597621940,"Chermside Dental Care","793","Gympie Road","Chermside","Chermside","Greater Brisbane","Queensland","4032","Australia","AU-QLD"
5371631750,"","330","Fishery Point Road","","","","New South Wales","2264","Australia","AU-NSW"
2573959539,"Kensington Pharmacy","","Anzac Parade","Kensington","","","New South Wales","2033","Australia","AU-NSW"
5195526327,"","46-58","Buckingham Avenue","Springvale","","","Victoria","3171","Australia","AU-VIC"
939020676,"","","Balgonie Place","Northcote","","","Victoria","3070","Australia","AU-VIC"
2176174654,"Amcal","","Walnut Street","","","","Victoria","3757","Australia","AU-VIC"
2442395263,"Chemist Warehouse","","Mornington - Tyabb Road","Mornington","","","Victoria","3931","Australia","AU-VIC"
2564320239,"Thai Yim","","O'Sullivan Road","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
